threshold,precision,recall,f1,specificity,balanced_accuracy,tp,fp,tn,fn,cost_per_tx
0.157,0.012548913776818243,0.9489795918367347,0.024770275669196963,0.8713069780528981,0.9101432849448164,93,7318,49546,5,0.13022716898985287
0.1668,0.013408304498269897,0.9489795918367347,0.026442991185669604,0.8796602419808667,0.9143199169088008,93,6843,50021,5,0.12188827639478951
0.1766,0.014268180423442774,0.9489795918367347,0.0281136638452237,0.8870111142374789,0.9179953530371068,93,6425,50439,5,0.11455005091113374
0.1864,0.015283483976992605,0.9489795918367347,0.030082484230955848,0.894625773776027,0.9218026828063809,93,5992,50872,5,0.10694849197710754
0.1962,0.016011138183083886,0.9387755102040817,0.03148528405201916,0.9005697805289814,0.9196726453665316,92,5654,51210,6,0.10136582282925459
0.20600000000000002,0.01695539992628087,0.9387755102040817,0.0333091962346126,0.9061972425436129,0.9224863763738473,92,5334,51530,6,0.09574804255468558
0.2158,0.017815191855912293,0.9285714285714286,0.03495966192854399,0.911771947101857,0.9201716878366428,91,5017,51847,7,0.09053404023735122
0.2256,0.018610421836228287,0.9183673469387755,0.03648155654641265,0.916537703995498,0.9174525254671368,90,4746,52118,8,0.08612759383448615
0.2354,0.019629225736095966,0.9183673469387755,0.03843689942344651,0.9209517445132245,0.919659545726,90,4495,52369,8,0.08172114743162108
0.2452,0.020689655172413793,0.9183673469387755,0.040467625899280574,0.9250844119302195,0.9217258794344976,90,4260,52604,8,0.07759559004248447
0.255,0.021823472356935016,0.9183673469387755,0.04263382283278067,0.9290588069780529,0.9237130769584142,90,4034,52830,8,0.0736280327235701
0.2648,0.023006134969325152,0.9183673469387755,0.04488778054862843,0.9327870005627462,0.9255771737507609,90,3822,53042,8,0.06990625329166814
0.2746,0.024096385542168676,0.9183673469387755,0.04696060527002348,0.9358996904895892,0.9271335187141824,90,3645,53219,8,0.06679891857729714
0.2844,0.025280898876404494,0.9183673469387755,0.049207217058501916,0.9389772087788407,0.9286722778588081,90,3470,53394,8,0.06372669498964222
0.2942,0.026627218934911243,0.9183673469387755,0.051753881541115584,0.9421426561620709,0.9302550015504232,90,3290,53574,8,0.060566693585197146
0.304,0.027855153203342618,0.9183673469387755,0.05407029137879243,0.9447629431626337,0.9315651450507045,90,3141,53723,8,0.05795091464485096
0.3138,0.029088558500323207,0.9183673469387755,0.05639097744360902,0.9471722003376477,0.9327697736382117,90,3004,53860,8,0.0555458024648011
0.3236,0.030498136225008472,0.9183673469387755,0.059035749426041326,0.9496869724254361,0.9340271596821058,90,2861,54003,8,0.05303535690460307
0.3334,0.03176844334627603,0.9183673469387755,0.06141248720573183,0.9517620990433314,0.9350647229910535,90,2743,54121,8,0.05096380042835574
0.3432,0.03332099222510181,0.9183673469387755,0.06430868167202572,0.9540834271243669,0.9362253870315712,90,2611,54253,8,0.04864646606509603
0.353,0.03464203233256351,0.9183673469387755,0.06676557863501484,0.9558947664603263,0.937131056699551,90,2508,54356,8,0.04683824303921913
0.3628,0.03618817852834741,0.9183673469387755,0.06963249516441006,0.9578467923466517,0.9381070696427136,90,2397,54467,8,0.044889575506478
0.3726,0.03770423125261835,0.9183673469387755,0.07243460764587525,0.9596053742262239,0.9389863605824997,90,2297,54567,8,0.043134019170675185
0.3824,0.039335664335664336,0.9183673469387755,0.07544006705783739,0.9613463702870005,0.939856858612888,90,2198,54666,8,0.0413960183982304
0.3922,0.0406871609403255,0.9183673469387755,0.07792207792207792,0.9626828925154756,0.9405251197271256,90,2122,54742,8,0.04006179558302026
0.402,0.04245283018867924,0.9183673469387755,0.0811541929666366,0.9643007878446821,0.9413340673917288,90,2030,54834,8,0.03844668375408167
0.4118,0.04407443682664055,0.9183673469387755,0.08411214953271028,0.9656724817107485,0.9420199143247621,90,1952,54912,8,0.03707734981215547
0.4216,0.04591836734693878,0.9183673469387755,0.08746355685131195,0.9671145188519977,0.9427409328953866,90,1870,54994,8,0.03563779361679716
0.4314,0.04741833508956796,0.9183673469387755,0.09018036072144289,0.9682048396173326,0.943286093278054,90,1808,55056,8,0.034549348688599414
0.4412,0.049207217058501916,0.9183673469387755,0.0934094447327452,0.9694182611142375,0.9438928040265064,90,1739,55125,8,0.033338014816895474
0.451,0.050818746470920384,0.9183673469387755,0.09630818619582665,0.9704382386043894,0.9444027927715825,90,1681,55183,8,0.03231979214212984
0.4608,0.05269320843091335,0.9183673469387755,0.09966777408637874,0.97154614518852,0.9449567460636478,90,1618,55246,8,0.031213791650574068
0.4706,0.0546448087431694,0.9183673469387755,0.10315186246418338,0.972618880135059,0.9454931135369173,90,1557,55307,8,0.03014290228573435
0.4804,0.056532663316582916,0.9183673469387755,0.10650887573964497,0.9735861001688239,0.9459767235537997,90,1502,55362,8,0.0291773463010428
0.49019999999999997,0.058823529411764705,0.9183673469387755,0.11056511056511056,0.9746764209341587,0.9465218839364671,90,1440,55424,8,0.028088901372845053
0.5,0.06097560975609756,0.9183673469387755,0.11435832274459974,0.9756260551491277,0.9469967010439516,90,1386,55478,8,0.027140900951511535
0.5097999999999999,0.06396588486140725,0.9183673469387755,0.11960132890365449,0.9768394766460327,0.9476034117924041,90,1317,55547,8,0.02592956707980759
0.5196,0.06612784717119764,0.9183673469387755,0.12337217272104181,0.9776484243106359,0.9480078856247057,90,1271,55593,8,0.025122011165338295
0.5294,0.06823351023502654,0.9183673469387755,0.12702893436838392,0.9783870287000562,0.9483771878194158,90,1229,55635,8,0.02438467750430111
0.5392,0.0702576112412178,0.9183673469387755,0.1305293691080493,0.9790552898142938,0.9487113183765347,90,1191,55673,8,0.023717566096696042
0.549,0.07269789983844911,0.9183673469387755,0.1347305389221557,0.9798114800225098,0.9490894134806427,90,1148,55716,8,0.022962676872300834
0.5588,0.07550335570469799,0.9183673469387755,0.13953488372093023,0.9806204276871131,0.9494938873129444,90,1102,55762,8,0.022155120957831537
0.5686,0.0783289817232376,0.9183673469387755,0.14434643143544507,0.9813766178953292,0.9498719824170523,90,1059,55805,8,0.021400231733436324
0.5784,0.08108108108108109,0.9183673469387755,0.1490066225165563,0.9820624648283625,0.9502149058835689,90,1020,55844,8,0.02071556476247323
0.5882,0.08372093023255814,0.9183673469387755,0.1534526854219949,0.9826779684862127,0.9505226577124941,90,985,55879,8,0.02010112004494224
0.598,0.08695652173913043,0.9183673469387755,0.1588702559576346,0.9833814012380416,0.9508743740884086,90,945,55919,8,0.019398897510621117
0.6078,0.0893574297188755,0.9081632653061225,0.16270566727605118,0.9840496623522791,0.9461064638292007,89,907,55957,9,0.01908289737017661
0.6176,0.09184726522187822,0.9081632653061225,0.1668228678537957,0.9845244794597636,0.946343872382943,89,880,55984,9,0.01860889715950985
0.6274,0.09528907922912205,0.9081632653061225,0.17248062015503876,0.985139983117614,0.9466516242118682,89,845,56019,9,0.017994452441978864
0.6372,0.09769484083424808,0.9081632653061225,0.17641228939544104,0.9855444569499155,0.9468538611280191,89,822,56042,9,0.017590674484744214
0.647,0.10045146726862303,0.9081632653061225,0.18089430894308944,0.9859841024198087,0.9470736838629656,89,797,56067,9,0.017151785400793512
0.6567999999999999,0.10520094562647754,0.9081632653061225,0.1885593220338983,0.9866875351716375,0.94742540023888,89,757,56107,9,0.016449562866472384
0.6666,0.1090686274509804,0.9081632653061225,0.19474835886214442,0.9872151097355093,0.9476891875208159,89,727,56137,9,0.01592289596573154
0.6764,0.11294416243654823,0.9081632653061225,0.20090293453724606,0.9877075126617896,0.947935388983956,89,699,56165,9,0.015431340191706751
0.6862,0.11558441558441558,0.9081632653061225,0.20506912442396313,0.9880240574001126,0.9480936613531175,89,681,56183,9,0.015115340051262246
0.696,0.12010796221322537,0.9081632653061225,0.21215733015494637,0.9885340461451885,0.9483486557256555,89,652,56212,9,0.014606228713879428
0.7058,0.12309820193637622,0.9081632653061225,0.21680876979293545,0.9888505908835116,0.9485069280948171,89,634,56230,9,0.014290228573434921
0.7156,0.12714285714285714,0.9081632653061225,0.22305764411027568,0.9892550647158131,0.9487091650109678,89,611,56253,9,0.013886450616200275
0.7253999999999999,0.13107511045655376,0.9081632653061225,0.22908622908622908,0.9896243669105234,0.9488938161083229,89,590,56274,9,0.013517783785681683
0.7352,0.135258358662614,0.9081632653061225,0.23544973544973544,0.9899936691052336,0.949078467205678,89,569,56295,9,0.013149116955163092
0.745,0.13928012519561817,0.9081632653061225,0.24151967435549526,0.9903277996623523,0.9492455324842374,89,550,56314,9,0.012815561251360557
0.7548,0.1421647819063005,0.8979591836734694,0.24546722454672246,0.990661930219471,0.9443105569464703,88,531,56333,10,0.012833116814718585
0.7646,0.14691151919866444,0.8979591836734694,0.25251076040172166,0.9910136465953855,0.9444864151344274,88,511,56353,10,0.01248200554755802
0.7744,0.14991482112436116,0.8979591836734694,0.2569343065693431,0.9912246764209341,0.9445919300472018,88,499,56365,10,0.012271338787261683
0.7842,0.15357766143106458,0.8979591836734694,0.26229508196721313,0.9914708778840743,0.9447150307787718,88,485,56379,10,0.01202556090024929
0.794,0.15714285714285714,0.8979591836734694,0.2674772036474164,0.9916994935284187,0.9448293386009441,88,472,56392,10,0.011797338576594922
0.8038,0.1614100185528757,0.8877551020408163,0.2731554160125589,0.9920512099043332,0.9399031559725748,87,452,56412,11,0.011797338576594922
0.8136,0.16603053435114504,0.8877551020408163,0.2797427652733119,0.992314997186269,0.9400350496135427,87,437,56427,11,0.011534005126224501
0.8234,0.17092337917485265,0.8877551020408163,0.28665568369028005,0.9925787844682048,0.9401669432545106,87,422,56442,11,0.011270671675854079
0.8331999999999999,0.17611336032388664,0.8877551020408163,0.2939189189189189,0.9928425717501407,0.9402988368954786,87,407,56457,11,0.011007338225483656
0.843,0.18125,0.8877551020408163,0.30103806228373703,0.9930887732132808,0.9404219376270486,87,393,56471,11,0.010761560338471261
0.8528,0.1875,0.8877551020408163,0.3096085409252669,0.9933701463140123,0.9405626241774143,87,377,56487,11,0.010480671324742811
0.8626,0.19594594594594594,0.8877551020408163,0.3210332103321033,0.9937218626899268,0.9407384823653715,87,357,56507,11,0.010129560057582247
0.8724,0.20813397129186603,0.8877551020408163,0.3372093023255814,0.9941790939786156,0.940967098009716,87,331,56533,11,0.009673115410273516
0.8822,0.21588089330024815,0.8877551020408163,0.3473053892215569,0.9944428812605515,0.9410989916506839,87,316,56548,11,0.009409781959903094
0.892,0.2283464566929134,0.8877551020408163,0.36325678496868474,0.9948297692740574,0.9412924356574368,87,294,56570,11,0.009023559566026474
0.9017999999999999,0.24857142857142858,0.8877551020408163,0.38839285714285715,0.9953749296567248,0.9415650158487705,87,263,56601,11,0.0084793371019276
0.9116,0.26443768996960487,0.8877551020408163,0.40749414519906324,0.995744231851435,0.9417496669461256,87,242,56622,11,0.00811067027140901
0.9214,0.28903654485049834,0.8877551020408163,0.43609022556390975,0.9962366347777153,0.9419958684092657,87,214,56650,11,0.007619114497384221
0.9312,0.32954545454545453,0.8877551020408163,0.48066298342541436,0.996887310073157,0.9423212060569867,87,177,56687,11,0.00696955865313718
0.941,0.35365853658536583,0.8877551020408163,0.5058139534883721,0.99720385481148,0.9424794784261481,87,159,56705,11,0.0066535585126926726
0.9508,0.3936651583710407,0.8877551020408163,0.5454545454545454,0.997643500281373,0.9426993011610947,87,134,56730,11,0.006214669428741968
0.9606,0.4416243654822335,0.8877551020408163,0.5898305084745763,0.9980655599324705,0.9429103309866433,87,110,56754,11,0.005793335908149293
0.9703999999999999,0.47802197802197804,0.8877551020408163,0.6214285714285714,0.9983293472144062,0.9430422246276113,87,95,56769,11,0.00553000245777887
0.9802,0.5120481927710844,0.8673469387755102,0.6439393939393939,0.9985755486775464,0.9329612437265282,85,81,56783,13,0.0059864471050876025
0.99,0.5684931506849316,0.8469387755102041,0.680327868852459,0.9988920934158695,0.9229154344630368,83,63,56801,15,0.006372669498964222
